SW146_1957369354__eaca8325-4458-4366-88c9-fb6f2ab193af,F414,IDEX,EMAIL,F414_0172215748_Email__1_2,1,Handle email distribution,F414,e520ab9f-1b97-474b-b52d-1eb984aadee3
SW146_1957369328__2ba5678b-eb07-4832-9096-7f85e4cdd133,F414,IDEX,EMAIL,F414_0172456106_Email__1_2,1,Handle email distribution,F414,06d1e745-bb0e-40b4-812b-f7910c1497af
SW146_1957369315__f86f3429-82e8-4024-aafd-c086828a41a7,F414,IDEX,EMAIL,F414_0172276259_Email__1_2,1,Handle email distribution,F414,5e963f0f-c016-40eb-9edb-4c444ffd1ada
SW146_1957369342__5374324f-a77d-4077-b475-86de426f0046,F414,IDEX,EMAIL,F414_0100185273_Email__1_2,1,Handle email distribution,F414,e186aa5a-29ab-4e13-b58f-70067e3f9b9f
SW146_1957369305__70b97693-68e4-47fd-b95d-aad4d77d43ca,F414,IDEX,EMAIL,F414_0172619213_Email__1_2,1,Handle email distribution,F414,dc12903f-8247-47e3-8ffd-3bd33b1f189b
SW146_1957369337__0b60baa0-5b92-4a05-9b6c-0431aa87ab43,F414,IDEX,EMAIL,F414_0172456134_Email__1_2,1,Handle email distribution,F414,f3a9895a-ae17-4cae-91fa-66e7494204d1
SW146_1957369307__379d34e5-e490-49ba-91ce-aac972a5df80,F414,IDEX,EMAIL,F414_0170758140_Email__1_2,1,Handle email distribution,F414,3a385868-2115-42cc-98d6-f697c972616c
SW146_1957367537__3e9ac181-3623-44a3-a834-c20dc66c1fc5,F414,IDEX,EMAIL,F414_0172094919_Email__1_2,1,Handle email distribution,F414,9eb2fd9a-eacb-4e66-b46d-eb3d1ca812da
SW146_1957369323__65e2e0d9-882c-4647-aac7-9be2b592acb8,F414,IDEX,EMAIL,F414_0171889762_Email__1_2,1,Handle email distribution,F414,5a6c1e48-f1a0-4043-a2be-0f0e28fe601c
SW146_1957367545__ec033ef5-c062-47ae-86e8-427f9e6503af,F414,IDEX,EMAIL,F414_0172171307_Email__1_2,1,Handle email distribution,F414,fae03f4f-3e4e-4e31-aaad-751ebf8ebd6e
SW146_1957369326__157b348a-1b74-4e70-8235-6a5bd6d117d7,F414,IDEX,EMAIL,F414_0100425464_Email__1_2,1,Handle email distribution,F414,57b85966-a409-4d6d-a08e-78374ada10eb
SW146_1957367551__c14970db-e53b-4ff5-860d-3f06c1f1ce63,F414,IDEX,EMAIL,F414_0171331322_Email__1_2,1,Handle email distribution,F414,c1cc52a3-31a2-4f6e-8412-7093feaf80d7
SW146_1957369355__ca7d3c31-7cad-4866-9603-5cfaae480c77,F414,IDEX,EMAIL,F414_0102129223_Email__1_2,1,Handle email distribution,F414,73cff293-186b-473d-9424-49d1e7dd1cb8
SW146_1957367553__12fbaf4a-6581-4ce6-863f-10b742da05dc,F414,IDEX,EMAIL,F414_0170272734_Email__1_2,1,Handle email distribution,F414,cd3c08c0-86be-4465-a4fe-dd6dd16801f7
SW146_1957369334__8b70e31f-62ee-4106-b364-79edc4f6a972,F414,IDEX,EMAIL,F414_0101368745_Email__1_2,1,Handle email distribution,F414,396e366b-a037-4abc-b0bf-f5b85cb3e873
SW146_1957367538__68991de6-2ae0-4904-895a-4b1e7748cdb5,F414,IDEX,EMAIL,F414_0172625698_Email__1_2,1,Handle email distribution,F414,4a97cddd-2e64-4975-ab36-47d7f30d0a1f
SW146_1957371384__519a3092-ffc4-4d63-a1cf-dfd7fe932066,F414,IDEX,EMAIL,F414_0172233031_Email__1_2,1,Handle email distribution,F414,117485f4-5461-43a2-b5f5-b97ac32aa302
SW146_1957363961__266fae86-d09f-4884-98ca-d320fa6fac3e,F414,IDEX,EMAIL,F414_0171358730_Email__1_2,1,Handle email distribution,F414,d70900b6-7767-42e0-814a-c0df428d08a4
SW146_1957371375__3baf9368-173a-4cfc-a9bb-bf44b651a913,F414,RequesterID,EMAIL,F414_0171792807_Email__1_2,1,Handle email distribution,F414,e0a08205-3ca1-43ef-bac2-976cc7fd714a
SW146_1957371376__71cd649d-6b1e-4871-83fe-cbd781eb2f14,F414,RequesterID,EMAIL,F414_0172143687_Email__1_2,1,Handle email distribution,F414,3f8fa6ed-49a6-49ef-b164-0fc88ac91b8d
SW146_1957369358__22257344-1169-41f6-a76d-d4ed4ea7ffcd,F414,IDEX,EMAIL,F414_0172247598_Email__1_2,1,Handle email distribution,F414,6341b7cc-2984-4d35-aa68-e9d7831a5e14
SW146_1957371386__2768b31d-8553-49b2-bfdb-431195765ee4,F414,IDEX,EMAIL,F414_1000041587_Email__1_2,1,Handle email distribution,F414,fb1e0e72-8b73-4f20-98bb-192fa3e82cb4
SW146_1957371374__13c5b9ef-c950-4685-a5cf-db249d1e1d32,F414,RequesterID,EMAIL,F414_0102319947_Email__1_2,1,Handle email distribution,F414,9b47e3fe-c4b8-466c-bfc9-08251860e0fc
SW146_1957371381__7543c3ca-c728-4111-9b1b-c3309e64c7cf,F414,IDEX,EMAIL,F414_0101595447_Email__1_2,1,Handle email distribution,F414,14885f57-678f-478a-aa50-6cf4366b26c9
SW146_1957371399__09bff1cc-ca02-42bb-bfab-e14773701fe5,F414,RequesterID,EMAIL,F414_0172132820_Email__1_2,1,Handle email distribution,F414,6c9a36ae-b9ad-464c-a08b-d7f1eed55df9
SW146_1957371370__dcf88709-8661-4805-8f57-4b5f05471134,F414,IDEX,EMAIL,F414_0172203610_Email__1_2,1,Handle email distribution,F414,89d994f3-09de-4281-9bda-be8873c2b4b9
SW146_1957369411__3b31248c-5908-480c-b49d-17740de8661d,F414,RequesterID,EMAIL,F414_0171769121_Email__1_2,1,Handle email distribution,F414,10daeaf5-aa33-46b8-83bf-1ad1f5415ca0
SW146_1957363966__62632ee3-f7f3-468c-8138-73a4d43d9453,F414,IDEX,EMAIL,F414_0150410842_Email__1_2,1,Handle email distribution,F414,94fcaba0-1f4f-4f14-ad14-4183bd46b4c2
SW146_1957371378__5be47505-103d-46cf-8401-05820056f5fd,F414,IDEX,EMAIL,F414_0100403162_Email__1_2,1,Handle email distribution,F414,90d443a4-aae1-441e-8fdc-3716584f97b2
SW146_1957371385__bf501174-f059-4790-ac95-b52adaeda475,F414,IDEX,EMAIL,F414_0101311220_Email__1_2,1,Handle email distribution,F414,f2cbe712-3848-4882-8ae8-f105b305f404
SW146_1957371417__7bfc7213-db8f-444f-b01c-20c6905704a4,F414,IDEX,EMAIL,F414_0172618645_Email__1_2,1,Handle email distribution,F414,2de9bb5f-6ce1-4d8f-a347-d8cd926d3135
SW146_1957371408__b3e11862-4904-4459-bc6a-1ef66b9bda6b,F414,IDEX,EMAIL,F414_0150362588_Email__1_2,1,Handle email distribution,F414,01d4f987-fa89-4970-939d-2e361e8fb585
